timestamp,Variable1,Variable2,Variable3,target
,,,,
8/6/2017 22:09,US2,SSD,Commercial,311
,,,,
8/6/2017 22:09,US6,HDD,Commercial,1531
,,,,
8/6/2017 22:09,US6,SSD,Commercial,581
,,,,
8/6/2017 22:09,US7,HDD,PCI,668
,,,,
8/6/2017 23:10,AP5,HDD,Commercial,323
,,,,
8/6/2017 23:10,EM2,HDD,Commercial,138
,,,,
8/6/2017 23:10,EM2,SSD,Commercial,142
,,,,
8/6/2017 23:10,EM3,HDD,Commercial,956
,,,,
8/6/2017 23:10,EM3,SSD,Commercial,763
,,,,
8/6/2017 23:10,SYD10,HDD,Commercial,1756
,,,,
8/6/2017 23:10,SYD10,SSD,Commercial,14
,,,,
8/6/2017 23:10,US2,HDD,Commercial,2362
,,,,
8/6/2017 23:10,US2,SSD,Commercial,311
,,,,
8/6/2017 23:10,US6,HDD,Commercial,1527
,,,,
8/6/2017 23:10,US6,SSD,Commercial,580
,,,,
8/6/2017 23:10,US7,HDD,PCI,668
,,,,
8/7/2017 0:09,AP5,HDD,Commercial,324
,,,,
8/7/2017 0:09,EM2,HDD,Commercial,135
,,,,
8/7/2017 0:09,EM2,SSD,Commercial,142
,,,,
8/7/2017 0:09,EM3,HDD,Commercial,956
,,,,
8/7/2017 0:09,EM3,SSD,Commercial,768
,,,,
8/7/2017 0:09,SYD10,HDD,Commercial,1754
,,,,
8/7/2017 0:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 0:09,US2,HDD,Commercial,2362
,,,,
8/7/2017 0:09,US2,SSD,Commercial,311
,,,,
8/7/2017 0:09,US6,HDD,Commercial,1527
,,,,
8/7/2017 0:09,US6,SSD,Commercial,580
,,,,
8/7/2017 0:09,US7,HDD,PCI,669
,,,,
8/7/2017 1:10,AP5,HDD,Commercial,331
,,,,
8/7/2017 1:10,EM2,HDD,Commercial,134
,,,,
8/7/2017 1:10,EM2,SSD,Commercial,142
,,,,
8/7/2017 1:10,EM3,HDD,Commercial,956
,,,,
8/7/2017 1:10,EM3,SSD,Commercial,768
,,,,
8/7/2017 1:10,SYD10,HDD,Commercial,1758
,,,,
8/7/2017 1:10,SYD10,SSD,Commercial,14
,,,,
8/7/2017 1:10,US2,HDD,Commercial,2362
,,,,
8/7/2017 1:10,US2,SSD,Commercial,311
,,,,
8/7/2017 1:10,US6,HDD,Commercial,1527
,,,,
8/7/2017 1:10,US6,SSD,Commercial,583
,,,,
8/7/2017 1:10,US7,HDD,PCI,671
,,,,
8/7/2017 2:09,AP5,HDD,Commercial,331
,,,,
8/7/2017 2:09,EM2,HDD,Commercial,136
,,,,
8/7/2017 2:09,EM2,SSD,Commercial,142
,,,,
8/7/2017 2:09,EM3,HDD,Commercial,957
,,,,
8/7/2017 2:09,EM3,SSD,Commercial,765
,,,,
8/7/2017 2:09,SYD10,HDD,Commercial,1754
,,,,
8/7/2017 2:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 2:09,US2,HDD,Commercial,2362
,,,,
8/7/2017 2:09,US2,SSD,Commercial,311
,,,,
8/7/2017 2:09,US6,HDD,Commercial,1527
,,,,
8/7/2017 2:09,US6,SSD,Commercial,581
,,,,
8/7/2017 2:09,US7,HDD,PCI,670
,,,,
8/7/2017 3:10,AP5,HDD,Commercial,329
,,,,
8/7/2017 3:10,EM2,HDD,Commercial,138
,,,,
8/7/2017 3:10,EM2,SSD,Commercial,142
,,,,
8/7/2017 3:10,EM3,HDD,Commercial,957
,,,,
8/7/2017 3:10,EM3,SSD,Commercial,769
,,,,
8/7/2017 3:10,SYD10,HDD,Commercial,1754
,,,,
8/7/2017 3:10,SYD10,SSD,Commercial,14
,,,,
8/7/2017 3:10,US2,HDD,Commercial,2362
,,,,
8/7/2017 3:10,US2,SSD,Commercial,311
,,,,
8/7/2017 3:10,US6,HDD,Commercial,1526
,,,,
8/7/2017 3:10,US6,SSD,Commercial,580
,,,,
8/7/2017 3:10,US7,HDD,PCI,673
,,,,
8/7/2017 4:10,AP5,HDD,Commercial,340
,,,,
8/7/2017 4:10,EM2,HDD,Commercial,136
,,,,
8/7/2017 4:10,EM2,SSD,Commercial,142
,,,,
8/7/2017 4:10,EM3,HDD,Commercial,957
,,,,
8/7/2017 4:10,EM3,SSD,Commercial,768
,,,,
8/7/2017 4:10,SYD10,HDD,Commercial,1754
,,,,
8/7/2017 4:10,SYD10,SSD,Commercial,14
,,,,
8/7/2017 4:10,US2,HDD,Commercial,2362
,,,,
8/7/2017 4:10,US2,SSD,Commercial,311
,,,,
8/7/2017 4:10,US6,HDD,Commercial,1526
,,,,
8/7/2017 4:10,US6,SSD,Commercial,583
,,,,
8/7/2017 4:10,US7,HDD,PCI,667
,,,,
8/7/2017 5:09,AP5,HDD,Commercial,341
,,,,
8/7/2017 5:09,EM2,HDD,Commercial,139
,,,,
8/7/2017 5:09,EM2,SSD,Commercial,143
,,,,
8/7/2017 5:09,EM3,HDD,Commercial,958
,,,,
8/7/2017 5:09,EM3,SSD,Commercial,770
,,,,
8/7/2017 5:09,SYD10,HDD,Commercial,1770
,,,,
8/7/2017 5:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 5:09,US2,HDD,Commercial,2362
,,,,
8/7/2017 5:09,US2,SSD,Commercial,311
,,,,
8/7/2017 5:09,US6,HDD,Commercial,1531
,,,,
8/7/2017 5:09,US6,SSD,Commercial,581
,,,,
8/7/2017 5:09,US7,HDD,PCI,673
,,,,
8/7/2017 6:09,AP5,HDD,Commercial,348
,,,,
8/7/2017 6:09,EM2,HDD,Commercial,135
,,,,
8/7/2017 6:09,EM2,SSD,Commercial,142
,,,,
8/7/2017 6:09,EM3,HDD,Commercial,956
,,,,
8/7/2017 6:09,EM3,SSD,Commercial,765
,,,,
8/7/2017 6:09,SYD10,HDD,Commercial,1765
,,,,
8/7/2017 6:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 6:09,US2,HDD,Commercial,2362
,,,,
8/7/2017 6:09,US2,SSD,Commercial,311
,,,,
8/7/2017 6:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 6:09,US6,SSD,Commercial,582
,,,,
8/7/2017 6:09,US7,HDD,PCI,669
,,,,
8/7/2017 7:09,AP5,HDD,Commercial,344
,,,,
8/7/2017 7:09,EM2,HDD,Commercial,137
,,,,
8/7/2017 7:09,EM2,SSD,Commercial,143
,,,,
8/7/2017 7:09,EM3,HDD,Commercial,957
,,,,
8/7/2017 7:09,EM3,SSD,Commercial,767
,,,,
8/7/2017 7:09,SYD10,HDD,Commercial,1772
,,,,
8/7/2017 7:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 7:09,US2,HDD,Commercial,2360
,,,,
8/7/2017 7:09,US2,SSD,Commercial,311
,,,,
8/7/2017 7:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 7:09,US6,SSD,Commercial,580
,,,,
8/7/2017 7:09,US7,HDD,PCI,669
,,,,
8/7/2017 8:09,AP5,HDD,Commercial,344
,,,,
8/7/2017 8:09,EM2,HDD,Commercial,142
,,,,
8/7/2017 8:09,EM2,SSD,Commercial,142
,,,,
8/7/2017 8:09,EM3,HDD,Commercial,956
,,,,
8/7/2017 8:09,EM3,SSD,Commercial,766
,,,,
8/7/2017 8:09,SYD10,HDD,Commercial,1764
,,,,
8/7/2017 8:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 8:09,US2,HDD,Commercial,2360
,,,,
8/7/2017 8:09,US2,SSD,Commercial,311
,,,,
8/7/2017 8:09,US6,HDD,Commercial,1538
,,,,
8/7/2017 8:09,US6,SSD,Commercial,583
,,,,
8/7/2017 8:09,US7,HDD,PCI,667
,,,,
8/7/2017 9:09,AP5,HDD,Commercial,356
,,,,
8/7/2017 9:09,EM2,HDD,Commercial,143
,,,,
8/7/2017 9:09,EM2,SSD,Commercial,143
,,,,
8/7/2017 9:09,EM3,HDD,Commercial,956
,,,,
8/7/2017 9:09,EM3,SSD,Commercial,765
,,,,
8/7/2017 9:09,SYD10,HDD,Commercial,1764
,,,,
8/7/2017 9:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 9:09,US2,HDD,Commercial,2360
,,,,
8/7/2017 9:09,US2,SSD,Commercial,311
,,,,
8/7/2017 9:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 9:09,US6,SSD,Commercial,581
,,,,
8/7/2017 9:09,US7,HDD,PCI,668
,,,,
8/7/2017 10:09,AP5,HDD,Commercial,347
,,,,
8/7/2017 10:09,EM2,HDD,Commercial,143
,,,,
8/7/2017 10:09,EM2,SSD,Commercial,146
,,,,
8/7/2017 10:09,EM3,HDD,Commercial,956
,,,,
8/7/2017 10:09,EM3,SSD,Commercial,766
,,,,
8/7/2017 10:09,SYD10,HDD,Commercial,1769
,,,,
8/7/2017 10:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 10:09,US2,HDD,Commercial,2360
,,,,
8/7/2017 10:09,US2,SSD,Commercial,311
,,,,
8/7/2017 10:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 10:09,US6,SSD,Commercial,581
,,,,
8/7/2017 10:09,US7,HDD,PCI,670
,,,,
8/7/2017 11:09,AP5,HDD,Commercial,346
,,,,
8/7/2017 11:09,EM2,HDD,Commercial,145
,,,,
8/7/2017 11:09,EM2,SSD,Commercial,145
,,,,
8/7/2017 11:09,EM3,HDD,Commercial,959
,,,,
8/7/2017 11:09,EM3,SSD,Commercial,772
,,,,
8/7/2017 11:09,SYD10,HDD,Commercial,1767
,,,,
8/7/2017 11:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 11:09,US2,HDD,Commercial,2360
,,,,
8/7/2017 11:09,US2,SSD,Commercial,310
,,,,
8/7/2017 11:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 11:09,US6,SSD,Commercial,581
,,,,
8/7/2017 11:09,US7,HDD,PCI,672
,,,,
8/7/2017 12:09,AP5,HDD,Commercial,346
,,,,
8/7/2017 12:09,EM2,HDD,Commercial,143
,,,,
8/7/2017 12:09,EM2,SSD,Commercial,147
,,,,
8/7/2017 12:09,EM3,HDD,Commercial,958
,,,,
8/7/2017 12:09,EM3,SSD,Commercial,772
,,,,
8/7/2017 12:09,SYD10,HDD,Commercial,1764
,,,,
8/7/2017 12:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 12:09,US2,HDD,Commercial,2307
,,,,
8/7/2017 12:09,US2,SSD,Commercial,311
,,,,
8/7/2017 12:09,US6,HDD,Commercial,1537
,,,,
8/7/2017 12:09,US6,SSD,Commercial,581
,,,,
8/7/2017 12:09,US7,HDD,PCI,671
,,,,
8/7/2017 13:09,AP5,HDD,Commercial,345
,,,,
8/7/2017 13:09,EM2,HDD,Commercial,145
,,,,
8/7/2017 13:09,EM2,SSD,Commercial,152
,,,,
8/7/2017 13:09,EM3,HDD,Commercial,958
,,,,
8/7/2017 13:09,EM3,SSD,Commercial,772
,,,,
8/7/2017 13:09,SYD10,HDD,Commercial,1763
,,,,
8/7/2017 13:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 13:09,US2,HDD,Commercial,2307
,,,,
8/7/2017 13:09,US2,SSD,Commercial,311
,,,,
8/7/2017 13:09,US6,HDD,Commercial,1537
,,,,
8/7/2017 13:09,US6,SSD,Commercial,579
,,,,
8/7/2017 13:09,US7,HDD,PCI,669
,,,,
8/7/2017 14:09,AP5,HDD,Commercial,345
,,,,
8/7/2017 14:09,EM2,HDD,Commercial,150
,,,,
8/7/2017 14:09,EM2,SSD,Commercial,155
,,,,
8/7/2017 14:09,EM3,HDD,Commercial,962
,,,,
8/7/2017 14:09,EM3,SSD,Commercial,773
,,,,
8/7/2017 14:09,SYD10,HDD,Commercial,1761
,,,,
8/7/2017 14:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 14:09,US2,HDD,Commercial,2302
,,,,
8/7/2017 14:09,US2,SSD,Commercial,310
,,,,
8/7/2017 14:09,US6,HDD,Commercial,1537
,,,,
8/7/2017 14:09,US6,SSD,Commercial,590
,,,,
8/7/2017 14:09,US7,HDD,PCI,670
,,,,
8/7/2017 15:10,AP5,HDD,Commercial,351
,,,,
8/7/2017 15:10,EM2,HDD,Commercial,151
,,,,
8/7/2017 15:10,EM2,SSD,Commercial,153
,,,,
8/7/2017 15:10,EM3,HDD,Commercial,974
,,,,
8/7/2017 15:10,EM3,SSD,Commercial,770
,,,,
8/7/2017 15:10,SYD10,HDD,Commercial,1768
,,,,
8/7/2017 15:10,SYD10,SSD,Commercial,14
,,,,
8/7/2017 15:10,US2,HDD,Commercial,2302
,,,,
8/7/2017 15:10,US2,SSD,Commercial,310
,,,,
8/7/2017 15:10,US6,HDD,Commercial,1537
,,,,
8/7/2017 15:10,US6,SSD,Commercial,593
,,,,
8/7/2017 15:10,US7,HDD,PCI,669
,,,,
8/7/2017 16:09,AP5,HDD,Commercial,343
,,,,
8/7/2017 16:09,EM2,HDD,Commercial,151
,,,,
8/7/2017 16:09,EM2,SSD,Commercial,153
,,,,
8/7/2017 16:09,EM3,HDD,Commercial,970
,,,,
8/7/2017 16:09,EM3,SSD,Commercial,769
,,,,
8/7/2017 16:09,SYD10,HDD,Commercial,1765
,,,,
8/7/2017 16:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 16:09,US2,HDD,Commercial,2302
,,,,
8/7/2017 16:09,US2,SSD,Commercial,310
,,,,
8/7/2017 16:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 16:09,US6,SSD,Commercial,587
,,,,
8/7/2017 16:09,US7,HDD,PCI,673
,,,,
8/7/2017 17:09,AP5,HDD,Commercial,343
,,,,
8/7/2017 17:09,EM2,HDD,Commercial,150
,,,,
8/7/2017 17:09,EM2,SSD,Commercial,153
,,,,
8/7/2017 17:09,EM3,HDD,Commercial,969
,,,,
8/7/2017 17:09,EM3,SSD,Commercial,773
,,,,
8/7/2017 17:09,SYD10,HDD,Commercial,1766
,,,,
8/7/2017 17:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 17:09,US2,HDD,Commercial,2302
,,,,
8/7/2017 17:09,US2,SSD,Commercial,310
,,,,
8/7/2017 17:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 17:09,US6,SSD,Commercial,592
,,,,
8/7/2017 17:09,US7,HDD,PCI,673
,,,,
8/7/2017 18:10,AP5,HDD,Commercial,343
,,,,
8/7/2017 18:10,EM2,HDD,Commercial,147
,,,,
8/7/2017 18:10,EM2,SSD,Commercial,154
,,,,
8/7/2017 18:10,EM3,HDD,Commercial,971
,,,,
8/7/2017 18:10,EM3,SSD,Commercial,772
,,,,
8/7/2017 18:10,SYD10,HDD,Commercial,1763
,,,,
8/7/2017 18:10,SYD10,SSD,Commercial,14
,,,,
8/7/2017 18:10,US2,HDD,Commercial,2302
,,,,
8/7/2017 18:10,US2,SSD,Commercial,310
,,,,
8/7/2017 18:10,US6,HDD,Commercial,1536
,,,,
8/7/2017 18:10,US6,SSD,Commercial,604
,,,,
8/7/2017 18:10,US7,HDD,PCI,678
,,,,
8/7/2017 19:09,AP5,HDD,Commercial,344
,,,,
8/7/2017 19:09,EM2,HDD,Commercial,147
,,,,
8/7/2017 19:09,EM2,SSD,Commercial,154
,,,,
8/7/2017 19:09,EM3,HDD,Commercial,969
,,,,
8/7/2017 19:09,EM3,SSD,Commercial,771
,,,,
8/7/2017 19:09,SYD10,HDD,Commercial,1764
,,,,
8/7/2017 19:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 19:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 19:09,US6,SSD,Commercial,613
,,,,
8/7/2017 19:09,US7,HDD,PCI,677
,,,,
8/7/2017 20:09,AP5,HDD,Commercial,344
,,,,
8/7/2017 20:09,EM2,HDD,Commercial,148
,,,,
8/7/2017 20:09,EM2,SSD,Commercial,153
,,,,
8/7/2017 20:09,EM3,HDD,Commercial,970
,,,,
8/7/2017 20:09,EM3,SSD,Commercial,771
,,,,
8/7/2017 20:09,SYD10,HDD,Commercial,1765
,,,,
8/7/2017 20:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 20:09,US6,HDD,Commercial,1536
,,,,
8/7/2017 20:09,US6,SSD,Commercial,618
,,,,
8/7/2017 20:09,US7,HDD,PCI,675
,,,,
8/7/2017 21:08,AP5,HDD,Commercial,349
,,,,
8/7/2017 21:08,EM2,HDD,Commercial,148
,,,,
8/7/2017 21:08,EM2,SSD,Commercial,155
,,,,
8/7/2017 21:08,EM3,HDD,Commercial,969
,,,,
8/7/2017 21:08,EM3,SSD,Commercial,788
,,,,
8/7/2017 21:08,SYD10,HDD,Commercial,1763
,,,,
8/7/2017 21:08,SYD10,SSD,Commercial,14
,,,,
8/7/2017 21:08,US6,HDD,Commercial,1536
,,,,
8/7/2017 21:08,US6,SSD,Commercial,626
,,,,
8/7/2017 21:08,US7,HDD,PCI,673
,,,,
8/7/2017 22:08,AP5,HDD,Commercial,343
,,,,
8/7/2017 22:08,EM2,HDD,Commercial,148
,,,,
8/7/2017 22:08,EM2,SSD,Commercial,154
,,,,
8/7/2017 22:08,EM3,HDD,Commercial,970
,,,,
8/7/2017 22:08,EM3,SSD,Commercial,788
,,,,
8/7/2017 22:08,SYD10,HDD,Commercial,1758
,,,,
8/7/2017 22:08,SYD10,SSD,Commercial,14
,,,,
8/7/2017 22:08,US6,HDD,Commercial,1535
,,,,
8/7/2017 22:08,US6,SSD,Commercial,624
,,,,
8/7/2017 22:08,US7,HDD,PCI,675
,,,,
8/7/2017 23:09,AP5,HDD,Commercial,344
,,,,
8/7/2017 23:09,EM2,HDD,Commercial,148
,,,,
8/7/2017 23:09,EM2,SSD,Commercial,154
,,,,
8/7/2017 23:09,EM3,HDD,Commercial,970
,,,,
8/7/2017 23:09,EM3,SSD,Commercial,786
,,,,
8/7/2017 23:09,SYD10,HDD,Commercial,1795
,,,,
8/7/2017 23:09,SYD10,SSD,Commercial,14
,,,,
8/7/2017 23:09,US6,HDD,Commercial,1535
,,,,
8/7/2017 23:09,US6,SSD,Commercial,631
,,,,
8/7/2017 23:09,US7,HDD,PCI,679
,,,,
8/8/2017 0:09,AP5,HDD,Commercial,345
,,,,
8/8/2017 0:09,EM2,HDD,Commercial,147
,,,,
8/8/2017 0:09,EM2,SSD,Commercial,148
,,,,
8/8/2017 0:09,EM3,HDD,Commercial,970
,,,,
8/8/2017 0:09,EM3,SSD,Commercial,784
,,,,
8/8/2017 0:09,SYD10,HDD,Commercial,1797
,,,,
8/8/2017 0:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 0:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 0:09,US6,SSD,Commercial,624
,,,,
8/8/2017 0:09,US7,HDD,PCI,673
,,,,
8/8/2017 1:09,AP5,HDD,Commercial,361
,,,,
8/8/2017 1:09,EM2,HDD,Commercial,148
,,,,
8/8/2017 1:09,EM2,SSD,Commercial,153
,,,,
8/8/2017 1:09,EM3,HDD,Commercial,969
,,,,
8/8/2017 1:09,EM3,SSD,Commercial,787
,,,,
8/8/2017 1:09,SYD10,HDD,Commercial,1794
,,,,
8/8/2017 1:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 1:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 1:09,US6,SSD,Commercial,630
,,,,
8/8/2017 1:09,US7,HDD,PCI,675
,,,,
8/8/2017 2:09,AP5,HDD,Commercial,711
,,,,
8/8/2017 2:09,EM2,HDD,Commercial,149
,,,,
8/8/2017 2:09,EM2,SSD,Commercial,152
,,,,
8/8/2017 2:09,EM3,HDD,Commercial,970
,,,,
8/8/2017 2:09,EM3,SSD,Commercial,787
,,,,
8/8/2017 2:09,SYD10,HDD,Commercial,1794
,,,,
8/8/2017 2:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 2:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 2:09,US6,SSD,Commercial,629
,,,,
8/8/2017 2:09,US7,HDD,PCI,676
,,,,
8/8/2017 3:09,AP5,HDD,Commercial,706
,,,,
8/8/2017 3:09,EM2,HDD,Commercial,148
,,,,
8/8/2017 3:09,EM2,SSD,Commercial,151
,,,,
8/8/2017 3:09,EM3,HDD,Commercial,968
,,,,
8/8/2017 3:09,EM3,SSD,Commercial,784
,,,,
8/8/2017 3:09,SYD10,HDD,Commercial,1801
,,,,
8/8/2017 3:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 3:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 3:09,US6,SSD,Commercial,628
,,,,
8/8/2017 3:09,US7,HDD,PCI,679
,,,,
8/8/2017 4:09,AP5,HDD,Commercial,698
,,,,
8/8/2017 4:09,EM2,HDD,Commercial,145
,,,,
8/8/2017 4:09,EM2,SSD,Commercial,152
,,,,
8/8/2017 4:09,EM3,HDD,Commercial,968
,,,,
8/8/2017 4:09,EM3,SSD,Commercial,784
,,,,
8/8/2017 4:09,SYD10,HDD,Commercial,1814
,,,,
8/8/2017 4:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 4:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 4:09,US6,SSD,Commercial,633
,,,,
8/8/2017 4:09,US7,HDD,PCI,675
,,,,
8/8/2017 5:09,AP5,HDD,Commercial,689
,,,,
8/8/2017 5:09,EM2,HDD,Commercial,145
,,,,
8/8/2017 5:09,EM2,SSD,Commercial,154
,,,,
8/8/2017 5:09,EM3,HDD,Commercial,971
,,,,
8/8/2017 5:09,EM3,SSD,Commercial,788
,,,,
8/8/2017 5:09,SYD10,HDD,Commercial,1818
,,,,
8/8/2017 5:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 5:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 5:09,US6,SSD,Commercial,629
,,,,
8/8/2017 5:09,US7,HDD,PCI,691
,,,,
8/8/2017 6:08,AP5,HDD,Commercial,350
,,,,
8/8/2017 6:08,EM2,HDD,Commercial,147
,,,,
8/8/2017 6:08,EM2,SSD,Commercial,150
,,,,
8/8/2017 6:08,EM3,HDD,Commercial,968
,,,,
8/8/2017 6:08,EM3,SSD,Commercial,786
,,,,
8/8/2017 6:08,SYD10,HDD,Commercial,1827
,,,,
8/8/2017 6:08,SYD10,SSD,Commercial,14
,,,,
8/8/2017 6:08,US6,HDD,Commercial,1535
,,,,
8/8/2017 6:08,US6,SSD,Commercial,630
,,,,
8/8/2017 6:08,US7,HDD,PCI,692
,,,,
8/8/2017 7:09,AP5,HDD,Commercial,697
,,,,
8/8/2017 7:09,EM2,HDD,Commercial,148
,,,,
8/8/2017 7:09,EM2,SSD,Commercial,151
,,,,
8/8/2017 7:09,EM3,HDD,Commercial,976
,,,,
8/8/2017 7:09,EM3,SSD,Commercial,785
,,,,
8/8/2017 7:09,SYD10,HDD,Commercial,1821
,,,,
8/8/2017 7:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 7:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 7:09,US6,SSD,Commercial,632
,,,,
8/8/2017 7:09,US7,HDD,PCI,693
,,,,
8/8/2017 8:09,AP5,HDD,Commercial,706
,,,,
8/8/2017 8:09,EM2,HDD,Commercial,148
,,,,
8/8/2017 8:09,EM2,SSD,Commercial,155
,,,,
8/8/2017 8:09,EM3,HDD,Commercial,975
,,,,
8/8/2017 8:09,EM3,SSD,Commercial,786
,,,,
8/8/2017 8:09,SYD10,HDD,Commercial,1828
,,,,
8/8/2017 8:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 8:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 8:09,US6,SSD,Commercial,632
,,,,
8/8/2017 8:09,US7,HDD,PCI,689
,,,,
8/8/2017 9:09,AP5,HDD,Commercial,699
,,,,
8/8/2017 9:09,EM2,HDD,Commercial,151
,,,,
8/8/2017 9:09,EM2,SSD,Commercial,151
,,,,
8/8/2017 9:09,EM3,HDD,Commercial,980
,,,,
8/8/2017 9:09,EM3,SSD,Commercial,785
,,,,
8/8/2017 9:09,SYD10,HDD,Commercial,1828
,,,,
8/8/2017 9:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 9:09,US6,HDD,Commercial,1535
,,,,
8/8/2017 9:09,US6,SSD,Commercial,979
,,,,
8/8/2017 9:09,US7,HDD,PCI,689
,,,,
8/8/2017 10:08,AP5,HDD,Commercial,689
,,,,
8/8/2017 10:08,EM2,HDD,Commercial,150
,,,,
8/8/2017 10:08,EM2,SSD,Commercial,148
,,,,
8/8/2017 10:08,EM3,HDD,Commercial,979
,,,,
8/8/2017 10:08,EM3,SSD,Commercial,787
,,,,
8/8/2017 10:08,SYD10,HDD,Commercial,1824
,,,,
8/8/2017 10:08,SYD10,SSD,Commercial,14
,,,,
8/8/2017 10:08,US6,HDD,Commercial,1523
,,,,
8/8/2017 10:08,US6,SSD,Commercial,971
,,,,
8/8/2017 10:08,US7,HDD,PCI,692
,,,,
8/8/2017 11:09,AP5,HDD,Commercial,687
,,,,
8/8/2017 11:09,EM2,HDD,Commercial,146
,,,,
8/8/2017 11:09,EM2,SSD,Commercial,148
,,,,
8/8/2017 11:09,EM3,HDD,Commercial,976
,,,,
8/8/2017 11:09,EM3,SSD,Commercial,774
,,,,
8/8/2017 11:09,SYD10,HDD,Commercial,1826
,,,,
8/8/2017 11:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 11:09,US6,HDD,Commercial,1525
,,,,
8/8/2017 11:09,US6,SSD,Commercial,971
,,,,
8/8/2017 11:09,US7,HDD,PCI,698
,,,,
8/8/2017 12:08,AP5,HDD,Commercial,360
,,,,
8/8/2017 12:08,EM2,HDD,Commercial,163
,,,,
8/8/2017 12:08,EM2,SSD,Commercial,149
,,,,
8/8/2017 12:08,EM3,HDD,Commercial,977
,,,,
8/8/2017 12:08,EM3,SSD,Commercial,775
,,,,
8/8/2017 12:08,SYD10,HDD,Commercial,1825
,,,,
8/8/2017 12:08,SYD10,SSD,Commercial,14
,,,,
8/8/2017 12:08,US6,HDD,Commercial,1532
,,,,
8/8/2017 12:08,US6,SSD,Commercial,971
,,,,
8/8/2017 12:08,US7,HDD,PCI,689
,,,,
8/8/2017 13:09,AP5,HDD,Commercial,338
,,,,
8/8/2017 13:09,EM2,HDD,Commercial,150
,,,,
8/8/2017 13:09,EM2,SSD,Commercial,176
,,,,
8/8/2017 13:09,EM3,HDD,Commercial,980
,,,,
8/8/2017 13:09,EM3,SSD,Commercial,775
,,,,
8/8/2017 13:09,SYD10,HDD,Commercial,1815
,,,,
8/8/2017 13:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 13:09,US6,HDD,Commercial,1533
,,,,
8/8/2017 13:09,US6,SSD,Commercial,969
,,,,
8/8/2017 13:09,US7,HDD,PCI,694
,,,,
8/8/2017 14:09,AP5,HDD,Commercial,340
,,,,
8/8/2017 14:09,EM2,HDD,Commercial,149
,,,,
8/8/2017 14:09,EM2,SSD,Commercial,174
,,,,
8/8/2017 14:09,EM3,HDD,Commercial,980
,,,,
8/8/2017 14:09,EM3,SSD,Commercial,775
,,,,
8/8/2017 14:09,SYD10,HDD,Commercial,1808
,,,,
8/8/2017 14:09,SYD10,SSD,Commercial,14
,,,,
8/8/2017 14:09,US6,HDD,Commercial,1532
,,,,
8/8/2017 14:09,US6,SSD,Commercial,965
,,,,
8/8/2017 14:09,US7,HDD,PCI,721
,,,,
8/8/2017 15:09,AP5,HDD,Commercial,337
,,,,
8/8/2017 15:09,EM2,HDD,Commercial,152
,,,,
8/8/2017 15:09,EM2,SSD,Commercial,176
,,,,
8/8/2017 15:09,EM3,HDD,Commercial,984
,,,,
8/8/2017 15:09,EM3,SSD,Commercial,779
,,,,
8/8/2017 15:09,SYD10,HDD,Commercial,1810
,,,,
8/8/2017 15:09,SYD10,SSD,Commercial,14
,,,,
